date,price_eur_mwh
2022-06-22,376.60291666666666
2022-06-23,360.72875
2022-06-24,323.1979166666667
2022-06-25,286.02166666666665
2022-06-26,278.71458333333334
2022-06-27,329.12583333333333
2022-06-28,364.87875
2022-06-29,344.84083333333336
2022-06-30,357.3625
2022-07-01,345.7633333333333
2022-07-02,296.90000000000003
2022-07-03,229.7733333333333
2022-07-04,344.9725
2022-07-05,370.82125
2022-07-06,376.58166666666665
2022-07-07,357.1270833333333
2022-07-08,395.9770833333334
2022-07-09,383.8954166666667
2022-07-10,315.6041666666667
2022-07-11,399.32958333333335
2022-07-12,414.59625
2022-07-13,413.61583333333334
2022-07-14,388.73583333333335
2022-07-15,397.80916666666667
2022-07-16,346.31583333333333
2022-07-17,239.37958333333333
2022-07-18,419.0416666666667
2022-07-19,428.10291666666666
2022-07-20,444.5508333333333
2022-07-21,434.93249999999995
2022-07-22,413.1895833333333
2022-07-23,347.9075
2022-07-24,322.63666666666666
2022-07-25,396.49
2022-07-26,436.31375
2022-07-27,468.385
2022-07-28,520.9683333333334
2022-07-29,483.86583333333334
2022-07-30,395.7129166666667
2022-07-31,345.9258333333333
2022-08-01,450.17916666666673
2022-08-02,449.74875
2022-08-03,454.65958333333333
2022-08-04,445.06958333333336
2022-08-05,413.69041666666664
2022-08-06,303.66249999999997
2022-08-07,255.1025
2022-08-08,347.2825
2022-08-09,361.40291666666667
2022-08-10,342.08874999999995
2022-08-11,352.8220833333333
2022-08-12,413.10083333333336
2022-08-13,397.68333333333334
2022-08-14,349.14875
2022-08-15,413.17333333333335
2022-08-16,496.06625
2022-08-17,545.84375
2022-08-18,556.1383333333333
2022-08-19,527.1141666666666
2022-08-20,464.8775
2022-08-21,410.40375
2022-08-22,559.5641666666667
2022-08-23,624.5183333333333
2022-08-24,625.0895833333333
2022-08-25,624.355
2022-08-26,688.6325
2022-08-27,569.2458333333333
2022-08-28,586.755
2022-08-29,684.5412500000001
2022-08-30,724.8658333333333
2022-08-31,682.4691666666666
2022-09-01,628.3558333333334
2022-09-02,530.2641666666667
2022-09-03,427.37166666666667
2022-09-04,360.34
2022-09-05,480.00708333333336
2022-09-06,553.8933333333333
2022-09-07,493.1541666666667
2022-09-08,422.2316666666666
2022-09-09,372.5470833333333
2022-09-10,369.24666666666667
2022-09-11,367.3129166666667
2022-09-12,426.0916666666667
2022-09-13,420.83708333333334
2022-09-14,452.8495833333333
2022-09-15,452.16541666666666
2022-09-16,423.12583333333333
2022-09-17,291.7025
2022-09-18,233.87249999999997
2022-09-19,317.64916666666664
2022-09-20,382.77500000000003
2022-09-21,389.19041666666664
2022-09-22,406.18833333333333
2022-09-23,377.845
2022-09-24,369.64000000000004
2022-09-25,299.28041666666667
2022-09-26,331.92833333333334
2022-09-27,340.96999999999997
2022-09-28,420.3120833333333
2022-09-29,431.27208333333334
2022-09-30,370.05791666666664
2022-10-01,242.60416666666666
2022-10-02,219.74875
2022-10-03,282.79833333333335
2022-10-04,298.47041666666667
2022-10-05,215.17
2022-10-06,235.34541666666667
2022-10-07,267.9604166666667
2022-10-08,240.80999999999997
2022-10-09,176.70583333333332
2022-10-10,221.56416666666667
2022-10-11,251.74333333333334
2022-10-12,283.0991666666667
2022-10-13,252.46958333333336
2022-10-14,258.05125
2022-10-15,168.26958333333332
2022-10-16,123.71666666666665
2022-10-17,182.17125
2022-10-18,196.235
2022-10-19,164.05416666666667
2022-10-20,150.52125
2022-10-21,168.82708333333332
2022-10-22,136.0675
2022-10-23,97.40708333333333
2022-10-24,91.89791666666667
2022-10-25,101.43333333333334
2022-10-26,123.75875
2022-10-27,115.88791666666667
2022-10-28,108.85166666666667
2022-10-29,99.77625
2022-10-30,96.6032
2022-10-31,138.86125
2022-11-01,138.15916666666666
2022-11-02,121.25999999999999
2022-11-03,129.75458333333333
2022-11-04,186.07458333333332
2022-11-05,144.93291666666667
2022-11-06,119.44791666666667
2022-11-07,158.03375
2022-11-08,159.8725
2022-11-09,178.85583333333332
2022-11-10,192.18499999999997
2022-11-11,192.51333333333332
2022-11-12,185.28875000000002
2022-11-13,170.2675
2022-11-14,205.69291666666666
2022-11-15,225.27625
2022-11-16,249.7420833333333
2022-11-17,248.28833333333333
2022-11-18,244.84166666666667
2022-11-19,238.14458333333334
2022-11-20,212.6883333333333
2022-11-21,261.17875
2022-11-22,255.27541666666664
2022-11-23,241.90416666666667
2022-11-24,276.56083333333333
2022-11-25,300.12416666666667
2022-11-26,251.02291666666667
2022-11-27,212.65291666666667
2022-11-28,308.6304166666667
2022-11-29,371.0108333333333
2022-11-30,393.43249999999995
2022-12-01,399.0729166666667
2022-12-02,395.3325
2022-12-03,313.5729166666667
2022-12-04,307.80541666666664
2022-12-05,381.24666666666667
2022-12-06,407.3616666666667
2022-12-07,406.68875
2022-12-08,400.5541666666666
2022-12-09,420.29875
2022-12-10,371.77708333333334
2022-12-11,360.53375
2022-12-12,453.51208333333335
2022-12-13,428.61041666666665
2022-12-14,440.7483333333333
2022-12-15,417.55833333333334
2022-12-16,426.0779166666667
2022-12-17,299.74291666666664
2022-12-18,267.1645833333333
2022-12-19,277.56166666666667
2022-12-20,258.20875
2022-12-21,248.81875
2022-12-22,221.42624999999998
2022-12-23,198.2825
2022-12-24,143.78375
2022-12-25,90.32583333333334
2022-12-26,65.26041666666667
